Date,Ticker,Close_Price
2025-01-31,GOOGL,424.12
2025-01-31,AMZN,200.79
2025-01-31,META,256.45
2025-02-03,AAPL,332.35
2025-02-03,MSFT,184.57
2025-02-03,GOOGL,426.42
2025-02-03,AMZN,201.01
2025-02-03,META,253.27
2025-02-04,AAPL,323.07
2025-02-04,MSFT,183.12
2025-02-04,GOOGL,422.79
2025-02-04,AMZN,208.13
2025-02-04,META,236.84
2025-02-05,AAPL,306.65
2025-02-05,MSFT,188.51
2025-02-05,GOOGL,405.69
2025-02-05,AMZN,213.03
2025-02-05,META,239.16
2025-02-06,AAPL,311.43
2025-02-06,MSFT,178.97
2025-02-06,GOOGL,392.9
2025-02-06,AMZN,205.89
2025-02-06,META,227.8
2025-02-07,AAPL,312.55
2025-02-07,MSFT,190.45
2025-02-07,GOOGL,401.34
2025-02-07,AMZN,206.23
2025-02-07,META,229.56
2025-02-10,AAPL,309.21
2025-02-10,MSFT,194.98
2025-02-10,GOOGL,397.96
2025-02-10,AMZN,197.52
2025-02-10,META,229.22
2025-02-11,AAPL,311.86
2025-02-11,MSFT,197.14
2025-02-11,GOOGL,394.73
2025-02-11,AMZN,192.74
2025-02-11,META,236.83
2025-02-12,AAPL,307.07
2025-02-12,MSFT,180.99
2025-02-12,GOOGL,410.94
2025-02-12,AMZN,182.08
2025-02-12,META,233.07
2025-02-13,AAPL,304.99
2025-02-13,MSFT,177.04
2025-02-13,GOOGL,412.26
2025-02-13,AMZN,175.39
2025-02-13,META,232.11
2025-02-14,AAPL,303.6
2025-02-14,MSFT,175.79
2025-02-14,GOOGL,409.31
2025-02-14,AMZN,172.92
2025-02-14,META,235.29
2025-02-17,AAPL,325.62
2025-02-17,MSFT,172.11
2025-02-17,GOOGL,401.47
2025-02-17,AMZN,171.83
2025-02-17,META,230.59
2025-02-18,AAPL,342.98
2025-02-18,MSFT,173.7
2025-02-18,GOOGL,390.98
2025-02-18,AMZN,177.64
2025-02-18,META,232.84
2025-02-19,AAPL,331.82
2025-02-19,MSFT,172.8
2025-02-19,GOOGL,402.91
2025-02-19,AMZN,172.26
2025-02-19,META,232.22
2025-02-20,AAPL,334.08
2025-02-20,MSFT,168.11
2025-02-20,GOOGL,398.99
2025-02-20,AMZN,166.54
2025-02-20,META,227.55
2025-02-21,AAPL,329.13
2025-02-21,MSFT,167.35
2025-02-21,GOOGL,392.24
2025-02-21,AMZN,166.25
2025-02-21,META,231.33
2025-02-24,AAPL,326.79
2025-02-24,MSFT,166.23
2025-02-24,GOOGL,389.01
2025-02-24,AMZN,176.75
2025-02-24,META,223.5
2025-02-25,AAPL,332.27
2025-02-25,MSFT,168.21
2025-02-25,GOOGL,397.62
2025-02-25,AMZN,167.27
2025-02-25,META,216.6
2025-02-26,AAPL,332.89
2025-02-26,MSFT,167.09
2025-02-26,GOOGL,409.94
2025-02-26,AMZN,155.94
2025-02-26,META,214.58
2025-02-27,AAPL,341.66
2025-02-27,MSFT,163.97
2025-02-27,GOOGL,407.64
2025-02-27,AMZN,154.88
2025-02-27,META,220.08
2025-02-28,AAPL,327.3
2025-02-28,MSFT,161.55
2025-02-28,GOOGL,403.3
2025-02-28,AMZN,153.48
2025-02-28,META,223.8
2025-03-03,AAPL,329.84
2025-03-03,MSFT,165.23
2025-03-03,GOOGL,406.71
2025-03-03,AMZN,148.97
2025-03-03,META,235.05
2025-03-04,AAPL,329.43
2025-03-04,MSFT,171.02
2025-03-04,GOOGL,404.68
2025-03-04,AMZN,151.94
2025-03-04,META,232.11
2025-03-05,AAPL,333.19
2025-03-05,MSFT,169.2
2025-03-05,GOOGL,414.87
2025-03-05,AMZN,156.25
2025-03-05,META,232.39
2025-03-06,AAPL,321.88
2025-03-06,MSFT,169.57
2025-03-06,GOOGL,414.71
2025-03-06,AMZN,155.64
2025-03-06,META,237.38
2025-03-07,AAPL,317.88
2025-03-07,MSFT,167.97
2025-03-07,GOOGL,404.45
2025-03-07,AMZN,159.66
2025-03-07,META,238.43
2025-03-10,AAPL,312.24
2025-03-10,MSFT,175.52
2025-03-10,GOOGL,391.93
2025-03-10,AMZN,166.38
2025-03-10,META,234.35
2025-03-11,AAPL,304.34
2025-03-11,MSFT,171.85
2025-03-11,GOOGL,376.99
2025-03-11,AMZN,169.72
2025-03-11,META,234.46
2025-03-12,AAPL,308.78
2025-03-12,MSFT,178.93
2025-03-12,GOOGL,367.39
2025-03-12,AMZN,164.1
2025-03-12,META,231.9
2025-03-13,AAPL,307.55
2025-03-13,MSFT,179.83
2025-03-13,GOOGL,378.92
2025-03-13,AMZN,159.29
2025-03-13,META,233.78
2025-03-14,AAPL,314.58
2025-03-14,MSFT,181.61
2025-03-14,GOOGL,381.89
2025-03-14,AMZN,156.19
2025-03-14,META,235.19
2025-03-17,AAPL,318.13
2025-03-17,MSFT,173.27
2025-03-17,GOOGL,374.67
2025-03-17,AMZN,153.6
2025-03-17,META,233.64
2025-03-18,AAPL,323.65
2025-03-18,MSFT,178.02
2025-03-18,GOOGL,391.85
2025-03-18,AMZN,165
2025-03-18,META,238.51
2025-03-19,AAPL,314.75
2025-03-19,MSFT,167.73
2025-03-19,GOOGL,398.44
2025-03-19,AMZN,168.13
2025-03-19,META,242.1
2025-03-20,AAPL,308.83
2025-03-20,MSFT,173.87
2025-03-20,GOOGL,406.5
2025-03-20,AMZN,165.12
2025-03-20,META,237.15
2025-03-21,AAPL,314.77
2025-03-21,MSFT,176.82
2025-03-21,GOOGL,406.79
2025-03-21,AMZN,164.2
2025-03-21,META,243.62
2025-03-24,AAPL,325.36
2025-03-24,MSFT,180.6
2025-03-24,GOOGL,397.83
2025-03-24,AMZN,159.28
2025-03-24,META,249
2025-03-25,AAPL,327.68
2025-03-25,MSFT,187.13
2025-03-25,GOOGL,390.26
2025-03-25,AMZN,162.55
2025-03-25,META,244.76
2025-03-26,AAPL,333.46
2025-03-26,MSFT,188.75
2025-03-26,GOOGL,391.4
2025-03-26,AMZN,167.55
2025-03-26,META,243.79
2025-03-27,AAPL,324.24
2025-03-27,MSFT,189.17
2025-03-27,GOOGL,396.03
2025-03-27,AMZN,168.93
2025-03-27,META,245.72
2025-03-28,AAPL,318.65
2025-03-28,MSFT,197.36
2025-03-28,GOOGL,374.95
2025-03-28,AMZN,175.99
2025-03-28,META,245.24
2025-03-31,AAPL,325.56
2025-03-31,MSFT,193.87
2025-03-31,GOOGL,385.05
2025-03-31,AMZN,177.83
2025-03-31,META,240.25
2025-04-01,AAPL,319.73
2025-04-01,MSFT,198.41
2025-04-01,GOOGL,389.1
2025-04-01,AMZN,178.11
2025-04-01,META,241.38
2025-04-02,AAPL,326.07
2025-04-02,MSFT,193.5
2025-04-02,GOOGL,396.55
2025-04-02,AMZN,177.73
2025-04-02,META,250.95
2025-04-03,AAPL,314.54
2025-04-03,MSFT,199.8
2025-04-03,GOOGL,402.08
2025-04-03,AMZN,180.23
2025-04-03,META,248.2
2025-04-04,AAPL,323.27
2025-04-04,MSFT,206.68
2025-04-04,GOOGL,415
2025-04-04,AMZN,173.23
2025-04-04,META,254.76
2025-04-07,AAPL,314.1
2025-04-07,MSFT,213.79
2025-04-07,GOOGL,409.8
2025-04-07,AMZN,165.18
2025-04-07,META,257.47
2025-04-08,AAPL,320.76
2025-04-08,MSFT,213.86
2025-04-08,GOOGL,411.03
2025-04-08,AMZN,171.74
2025-04-08,META,257.29
2025-04-09,AAPL,332.28
2025-04-09,MSFT,215.92
2025-04-09,GOOGL,428.31
2025-04-09,AMZN,171.79
2025-04-09,META,260.12
2025-04-10,AAPL,336.5
2025-04-10,MSFT,224.65
2025-04-10,GOOGL,441.42
2025-04-10,AMZN,177.1
2025-04-10,META,266.48
2025-04-11,AAPL,335.71
2025-04-11,MSFT,225.86
2025-04-11,GOOGL,412.21
2025-04-11,AMZN,175.04
2025-04-11,META,265.33
2025-04-14,AAPL,334.28
2025-04-14,MSFT,222.01
2025-04-14,GOOGL,409.6
2025-04-14,AMZN,177.67
2025-04-14,META,266.8
2025-04-15,AAPL,332.85
2025-04-15,MSFT,218.65
2025-04-15,GOOGL,431.2
2025-04-15,AMZN,174.38
2025-04-15,META,267.13
2025-04-16,AAPL,334.06
2025-04-16,MSFT,206.81
2025-04-16,GOOGL,445.75
2025-04-16,AMZN,180.53
2025-04-16,META,270.57
2025-04-17,AAPL,326.44
2025-04-17,MSFT,204.86
2025-04-17,GOOGL,441.49
2025-04-17,AMZN,173.58
2025-04-17,META,270.09
2025-04-18,AAPL,329.37
2025-04-18,MSFT,217.27
2025-04-18,GOOGL,442.5
2025-04-18,AMZN,172.51
2025-04-18,META,271.48
2025-04-21,AAPL,317.89
2025-04-21,MSFT,220.93
2025-04-21,GOOGL,443.98
2025-04-21,AMZN,172.7
2025-04-21,META,269.41
2025-04-22,AAPL,314.1
2025-04-22,MSFT,226.45
2025-04-22,GOOGL,443.3
2025-04-22,AMZN,167.91
2025-04-22,META,285.88
2025-04-23,AAPL,318.24
2025-04-23,MSFT,224.59
2025-04-23,GOOGL,469.25
2025-04-23,AMZN,164.96
2025-04-23,META,292.71
2025-04-24,AAPL,308.05
2025-04-24,MSFT,224.46
2025-04-24,GOOGL,461
2025-04-24,AMZN,167.84
2025-04-24,META,293.96
2025-04-25,AAPL,310.02
2025-04-25,MSFT,230.8
2025-04-25,GOOGL,474.36
2025-04-25,AMZN,173.99
2025-04-25,META,300.99
2025-04-28,AAPL,308.36
2025-04-28,MSFT,218.5
2025-04-28,GOOGL,481.67
2025-04-28,AMZN,177.25
2025-04-28,META,301.78
2025-04-29,AAPL,300.18
2025-04-29,MSFT,213.87
2025-04-29,GOOGL,493.1
2025-04-29,AMZN,182.78
2025-04-29,META,312.23
2025-04-30,AAPL,304.97
2025-04-30,MSFT,211.25
2025-04-30,GOOGL,483.32
2025-04-30,AMZN,183.62
2025-04-30,META,315.68
2025-05-01,AAPL,313.29
2025-05-01,MSFT,217.26
2025-05-01,GOOGL,509.71
2025-05-01,AMZN,182.73
2025-05-01,META,320.31
2025-05-02,AAPL,309.74
2025-05-02,MSFT,219.51
2025-05-02,GOOGL,494.55
2025-05-02,AMZN,184.9
2025-05-02,META,322.24
2025-05-05,AAPL,310.89
2025-05-05,MSFT,220.06
2025-05-05,GOOGL,470.83
2025-05-05,AMZN,189.25
2025-05-05,META,327.5
2025-05-06,AAPL,306.42
2025-05-06,MSFT,223.81
2025-05-06,GOOGL,461.33
2025-05-06,AMZN,189.02
2025-05-06,META,323.63
2025-05-07,AAPL,315.53
2025-05-07,MSFT,222
2025-05-07,GOOGL,475.22
2025-05-07,AMZN,196.91
2025-05-07,META,330.94
2025-05-08,AAPL,316.2
2025-05-08,MSFT,225.6
2025-05-08,GOOGL,503.85
2025-05-08,AMZN,198.73
2025-05-08,META,341.27
2025-05-09,AAPL,321.44
2025-05-09,MSFT,222.69
2025-05-09,GOOGL,489.1
2025-05-09,AMZN,193.29
2025-05-09,META,334.33
2025-05-12,AAPL,314.52
2025-05-12,MSFT,214.47
2025-05-12,GOOGL,490.05
2025-05-12,AMZN,202.1
2025-05-12,META,335.02
2025-05-13,AAPL,327.51
2025-05-13,MSFT,212.06
2025-05-13,GOOGL,478.64
2025-05-13,AMZN,199.95
2025-05-13,META,330.87
2025-05-14,AAPL,327.05
2025-05-14,MSFT,205.31
2025-05-14,GOOGL,465.06
2025-05-14,AMZN,200.59
2025-05-14,META,324.22
2025-05-15,AAPL,329.51
2025-05-15,MSFT,207.84
2025-05-15,GOOGL,451.72
2025-05-15,AMZN,211.44
2025-05-15,META,321.31
2025-05-16,AAPL,336.14
2025-05-16,MSFT,215.64
2025-05-16,GOOGL,493.99
2025-05-16,AMZN,215.23
2025-05-16,META,321.78
2025-05-19,AAPL,329.71
2025-05-19,MSFT,211.15
2025-05-19,GOOGL,507.18
2025-05-19,AMZN,206.35
2025-05-19,META,324.69
2025-05-20,AAPL,320.36
2025-05-20,MSFT,218.55
2025-05-20,GOOGL,515.84
2025-05-20,AMZN,202.74
2025-05-20,META,312.77
2025-05-21,AAPL,324.31
2025-05-21,MSFT,229.68
2025-05-21,GOOGL,512.04
2025-05-21,AMZN,206.27
2025-05-21,META,316.31
2025-05-22,AAPL,345.58
2025-05-22,MSFT,228.19
2025-05-22,GOOGL,494.2
2025-05-22,AMZN,206.53
2025-05-22,META,303.44
2025-05-23,AAPL,356.94
2025-05-23,MSFT,226.41
2025-05-23,GOOGL,479.75
2025-05-23,AMZN,215.37
2025-05-23,META,308.31
2025-05-26,AAPL,347.4
2025-05-26,MSFT,219.85
2025-05-26,GOOGL,474.69
2025-05-26,AMZN,215.95
2025-05-26,META,300.42
2025-05-27,AAPL,345.04
2025-05-27,MSFT,219.22
2025-05-27,GOOGL,464.44
2025-05-27,AMZN,209.06
2025-05-27,META,293.09
2025-05-28,AAPL,342.18
2025-05-28,MSFT,220.96
2025-05-28,GOOGL,474.34
2025-05-28,AMZN,205.23
2025-05-28,META,278.73
2025-05-29,AAPL,336.39
2025-05-29,MSFT,219.02
2025-05-29,GOOGL,483.74
2025-05-29,AMZN,199.76
2025-05-29,META,271.66
2025-05-30,AAPL,340.43
2025-05-30,MSFT,221.95
2025-05-30,GOOGL,496.32
2025-05-30,AMZN,203.03
2025-05-30,META,277.2
2025-06-02,AAPL,317.99
2025-06-02,MSFT,224.27
2025-06-02,GOOGL,489.43
2025-06-02,AMZN,197.33
2025-06-02,META,279.26
2025-06-03,AAPL,330.07
2025-06-03,MSFT,225.32
2025-06-03,GOOGL,497.08
2025-06-03,AMZN,201.39
2025-06-03,META,280.85
2025-06-04,AAPL,326.74
2025-06-04,MSFT,221.89
2025-06-04,GOOGL,486.13
2025-06-04,AMZN,192.08
2025-06-04,META,285.59
2025-06-05,AAPL,319.77
2025-06-05,MSFT,225.93
2025-06-05,GOOGL,486.04
2025-06-05,AMZN,194.88
2025-06-05,META,286.75
2025-06-06,AAPL,324.27
2025-06-06,MSFT,224.6
2025-06-06,GOOGL,479.26
2025-06-06,AMZN,191.77
2025-06-06,META,285.49
2025-06-09,AAPL,327.69
2025-06-09,MSFT,225.33
2025-06-09,GOOGL,488.42
2025-06-09,AMZN,186.62
2025-06-09,META,279.13
2025-06-10,AAPL,321.02
2025-06-10,MSFT,233.16
2025-06-10,GOOGL,490.11
2025-06-10,AMZN,184.37
2025-06-10,META,291.11
2025-06-11,AAPL,303.38
2025-06-11,MSFT,240.07
2025-06-11,GOOGL,502.73
2025-06-11,AMZN,183.78
2025-06-11,META,282.94
2025-06-12,AAPL,303.79
2025-06-12,MSFT,244.93
2025-06-12,GOOGL,552.18
2025-06-12,AMZN,180.82
2025-06-12,META,273.84
2025-06-13,AAPL,297.57
2025-06-13,MSFT,249.25
2025-06-13,GOOGL,542.67
2025-06-13,AMZN,185.85
2025-06-13,META,265.48
2025-06-16,AAPL,308.09
2025-06-16,MSFT,247.7
2025-06-16,GOOGL,567.61
2025-06-16,AMZN,193.74
2025-06-16,META,265.75
2025-06-17,AAPL,307
2025-06-17,MSFT,242.66
2025-06-17,GOOGL,558.66
2025-06-17,AMZN,187.57
2025-06-17,META,259.73
2025-06-18,AAPL,318.34
2025-06-18,MSFT,250.01
2025-06-18,GOOGL,576.64
2025-06-18,AMZN,187.91
2025-06-18,META,265.74
2025-06-19,AAPL,307.31
2025-06-19,MSFT,257.15
2025-06-19,GOOGL,604.01
2025-06-19,AMZN,191.12
2025-06-19,META,268.32
2025-06-20,AAPL,302.26
2025-06-20,MSFT,253.65
2025-06-20,GOOGL,592.24
2025-06-20,AMZN,192.13
2025-06-20,META,268.47
2025-06-23,AAPL,293.92
2025-06-23,MSFT,256.96
2025-06-23,GOOGL,595.31
2025-06-23,AMZN,194.16
2025-06-23,META,262.17
2025-06-24,AAPL,296.19
2025-06-24,MSFT,245.82
2025-06-24,GOOGL,602.42
2025-06-24,AMZN,192.76
2025-06-24,META,255.22
2025-06-25,AAPL,290.27
2025-06-25,MSFT,248.33
2025-06-25,GOOGL,609.94
2025-06-25,AMZN,196.96
2025-06-25,META,259.89
