sku_id,last_updated,unit_price,stock_qty,supplier_email,warehouse_id,fill_rate
SKU-000260,2024-09-08,482.49,852,rntiwbcm@gmail.com,WH04,21.87
SKU-000261,2024-07-15,372.38,208,cvrig@yahoo.com,WH03,29.49
SKU-000262,2024-09-25,223.95,627,outoglv@gmail.com,WH04,7.09
SKU-000263,2024-01-19,19.07,42,liauno@gmail.com,WH05,40.83
SKU-000264,2024-10-14,414.87,432,oihbixgt@gmail.com,WH03,94.54
SKU-000265,2024-12-20,40.06,778,frrmqqs@outlook.com,WH05,32.18
SKU-000266,2024-02-13,33.5,89,inbv@outlook.com,WH01,89.71
SKU-000267,2024-11-08,375.57,30,qfsut@yahoo.com,WH05,15.73
SKU-000268,2024-06-18,171.73,343,qbherito@gmail.com,WH03,61.18
SKU-000269,2024-01-13,405.63,842,cboxe@corp.io,WH05,53.94
SKU-000270,2024-12-18,2.26,159,zsxaweqk@gmail.com,WH03,75.39
SKU-000271,2024-03-26,317.21,615,mnhdmiko@yahoo.com,WH05,19.66
SKU-000272,2024-09-19,341.33,380,acsmbrlu@corp.io,WH05,52.75
SKU-000273,2024-07-09,449.95,834,ooafrfq@outlook.com,WH04,50.12
SKU-000274,2024-09-25,282.28,221,zndku@yahoo.com,WH04,25.72
SKU-000275,2024-10-25,156.06,131,eaibix@gmail.com,WH03,25.23
SKU-000276,2024-03-11,55.92,987,zbkhr@yahoo.com,WH01,40.08
SKU-000277,2024-04-13,200.9,279,skiwj@corp.io,WH05,74.67
SKU-000278,2024-04-11,42.7,542,fibtapjz@outlook.com,WH02,68.87
SKU-000279,2024-02-20,92.85,889,dayomgj@outlook.com,WH05,40.52
SKU-000280,2024-03-17,328.52,286,ufafu@corp.io,WH03,62.11
SKU-000281,2024-11-25,432.33,492,zvrcgty@outlook.com,WH02,19.09
SKU-000282,2024-11-13,95.28,960,fwnjp@corp.io,WH02,62.08
SKU-000283,2024-06-30,140.28,71,gccpgtx@gmail.com,WH02,96.97
SKU-000284,2024-03-22,217.36,937,gpakduu@yahoo.com,WH04,78.71
SKU-000285,2024-12-28,128.9,639,xkxsr@outlook.com,WH01,28.81
SKU-000286,2024-06-13,321.45,571,ozylvw@outlook.com,WH02,86.67
SKU-000287,2024-10-23,425.1,930,sybmnru@outlook.com,WH02,42.29
SKU-000288,2024-09-01,87.52,432,mibuql@gmail.com,WH03,53.83
SKU-000289,2024-01-20,421.83,59,jnwtfhxo@corp.io,WH05,19.84
SKU-000290,2024-04-04,475.38,255,duif@yahoo.com,WH04,2.49
SKU-000291,2024-11-11,479.26,756,zaxoc@outlook.com,WH03,23.33
SKU-000292,2024-06-14,69.54,788,yhlofujx@corp.io,WH04,93.7
SKU-000293,2024-09-27,21.8,592,wdoga@corp.io,WH01,0.41
SKU-000294,2024-09-18,167.62,763,jhdplqz@yahoo.com,WH04,94.89
SKU-000295,2024-07-01,207.81,102,zckaupsw@yahoo.com,WH01,56.59
SKU-000296,2024-11-15,490.53,416,lrulnfu@yahoo.com,WH01,51.16
SKU-000297,2024-08-29,136.69,487,uuvpfh@outlook.com,WH03,34.8
SKU-000298,2024-01-29,417.14,62,auzb@gmail.com,WH03,25.71
SKU-000299,2024-05-05,340.27,844,ofiyp@gmail.com,WH02,41.87
SKU-000300,2024-07-28,447.51,300,xxfas@outlook.com,WH02,26.01
SKU-000301,2024-06-12,281.74,470,oizbbll@corp.io,WH05,26.38
SKU-000302,2024-07-09,235.51,202,vzvqiozx@gmail.com,WH05,0.56
SKU-000303,2024-04-02,340.91,476,klfk@outlook.com,WH02,41.72
SKU-000304,2024-06-05,23.1,776,zdgj@gmail.com,WH05,23.83
SKU-000305,2024-04-05,4.14,913,hlldvrdc@gmail.com,WH05,82.28
SKU-000306,2024-11-07,461.6,152,vlvq@gmail.com,WH05,29.55
SKU-000307,2024-12-04,230.02,789,heuhyxe@corp.io,WH03,98.14
SKU-000308,2024-05-25,35.54,89,wzkk@gmail.com,WH02,91.39
SKU-000309,2024-06-19,178.47,684,vzhciudc@corp.io,WH05,35.44
SKU-000310,2024-12-20,228.94,384,atkzmjz@corp.io,WH02,26.85
SKU-000311,2024-10-14,210.86,296,lgapd@yahoo.com,WH03,42.96
SKU-000312,2024-12-01,258.28,927,rsuune@yahoo.com,WH01,77.36
SKU-000313,2024-08-07,284.34,577,ikzw@corp.io,WH05,40.22
SKU-000314,2024-02-04,214.89,65,irvt@outlook.com,WH04,37.38
SKU-000315,2024-11-21,386.81,325,douvwli@yahoo.com,WH03,29.43
SKU-000316,2024-01-30,236.49,613,bprwsx@yahoo.com,WH04,43.35
SKU-000317,2024-04-26,349.38,10,wjlpbo@yahoo.com,WH03,72.86
SKU-000318,2024-07-23,342.51,896,zahog@yahoo.com,WH04,15.78
SKU-000319,2024-12-16,474.86,38,udexgxrv@outlook.com,WH03,61.97
SKU-000320,2024-02-14,20.43,364,ndypbsd@gmail.com,WH01,88.0
SKU-000321,2024-08-27,370.4,993,viyaxmg@outlook.com,WH01,77.06
SKU-000322,2024-01-28,320.13,850,ntgi@gmail.com,WH03,87.49
SKU-000323,2024-01-13,5.3,894,aqfdqgcd@outlook.com,WH02,34.55
SKU-000324,2024-10-25,474.08,109,dujipn@yahoo.com,WH04,5.87
SKU-000325,2024-05-11,281.85,556,ryjlj@corp.io,WH05,69.77
SKU-000326,2024-10-04,441.88,7,qkceonr@corp.io,WH03,46.39
SKU-000327,2024-09-28,26.28,30,esxr@corp.io,WH04,49.6
SKU-000328,2024-09-08,265.74,464,tzqgj@outlook.com,WH05,37.62
SKU-000329,2024-03-01,168.83,29,xadfeivd@gmail.com,WH04,28.23
SKU-000330,2024-01-01,493.12,47,undov@yahoo.com,WH02,85.26
SKU-000331,2024-11-22,231.16,658,kmqadxwh@gmail.com,WH05,49.48
SKU-000332,2024-01-12,27.66,493,diiffkp@corp.io,WH01,87.07
SKU-000333,2024-02-14,455.07,312,ppyv@outlook.com,WH02,30.31
SKU-000334,2024-07-26,203.46,531,jiie@yahoo.com,WH04,56.0
SKU-000335,2024-07-28,481.19,721,lmhy@corp.io,WH03,48.43
SKU-000336,2024-01-11,299.57,119,pcqy@yahoo.com,WH02,54.95
SKU-000337,2024-08-26,477.24,330,hgqaxsjq@yahoo.com,WH04,94.97
SKU-000338,2024-06-15,434.18,315,xbnm@yahoo.com,WH04,10.4
SKU-000339,2024-06-03,341.07,230,udhkvm@yahoo.com,WH05,55.49
SKU-000340,2024-11-28,265.31,18,fnvaghhn@outlook.com,WH05,23.51
SKU-000341,2024-05-03,143.46,817,ratk@corp.io,WH05,87.35
SKU-000342,2024-03-06,280.14,62,pidars@yahoo.com,WH01,17.05
SKU-000343,2024-05-03,495.21,669,cyvlsrqf@corp.io,WH04,4.38
SKU-000344,2024-08-23,405.24,251,ecamj@outlook.com,WH02,49.4
SKU-000345,2024-05-12,222.21,391,cdjas@yahoo.com,WH03,18.26
SKU-000346,2024-10-12,88.92,787,nfgrxmt@corp.io,WH05,94.83
SKU-000347,2024-04-17,373.33,218,jbwl@outlook.com,WH03,20.65
SKU-000348,2024-07-04,308.94,540,rspmbsn@yahoo.com,WH05,99.36
SKU-000349,2024-09-29,381.47,426,pjwuyhr@gmail.com,WH04,24.49
SKU-000350,2024-02-09,349.79,274,athenuws@outlook.com,WH03,41.94
