trip_id,driver_id,start_time,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,fare_amount
TRIP-12895,DRV-080,2024-06-17T17:21:32.773Z,14.980229,79.778547,14.995741,79.738042,11.5
TRIP-11378,DRV-078,2024-06-24T10:37:07.606Z,15.088614,79.81126,15.094721,79.797232,6.69
TRIP-07523,DRV-081,2024-06-06T04:41:28.280Z,15.009458,79.750316,15.032279,79.725461,11.53
TRIP-18140,DRV-016,2024-06-15T23:51:24.142Z,15.115971,79.678646,15.14043,79.679711,9.38
TRIP-28592,DRV-024,2024-06-30T15:44:26.197Z,14.982588,79.684456,14.985007,79.698276,7.14
TRIP-28889,DRV-023,2024-06-12T06:30:37.050Z,15.003324,79.675039,15.003151,79.712714,10
TRIP-32412,DRV-054,2024-06-13T03:54:43.933Z,15.078017,79.763611,15.066348,79.783949,8.51
TRIP-29463,DRV-053,2024-06-29T00:08:31.696Z,15.111874,79.633778,15.143971,79.634067,7.78
TRIP-00800,DRV-022,2024-06-09T06:22:39.663Z,15.087379,79.668096,15.103874,79.676511,6.54
TRIP-34066,DRV-029,2024-06-11T07:52:58.761Z,15.115465,79.630201,15.066736,79.652369,14.02
TRIP-16901,DRV-054,2024-06-12T23:28:59.251Z,15.124302,79.795567,15.147014,79.76096,9.53
TRIP-40246,DRV-030,2024-06-07T06:20:29.677Z,15.044177,79.637969,15.0486,79.614052,7.45
TRIP-35685,DRV-069,2024-06-08T11:57:21.200Z,15.020985,79.802706,15.049823,79.798163,11.38
TRIP-03841,DRV-040,2024-06-05T05:01:08.818Z,15.003596,79.633403,14.97445,79.570991,16.09
TRIP-37179,DRV-068,2024-06-28T16:28:25.867Z,14.979321,79.650119,15.005207,79.668193,9.28
TRIP-38437,DRV-091,2024-06-25T11:34:16.951Z,15.114984,79.819665,15.117994,79.83212,5.55
TRIP-37548,DRV-044,2024-06-08T09:02:21.494Z,15.095935,79.745871,15.094094,79.726427,6.64
TRIP-47450,DRV-017,2024-06-09T11:07:56.481Z,15.106897,79.707045,15.107249,79.728464,6.62
TRIP-23710,DRV-069,2024-06-18T03:04:52.221Z,15.075048,79.625441,15.079215,79.595916,9.48
TRIP-14833,DRV-048,2024-06-07T06:08:22.971Z,15.145271,79.7145,15.134351,79.669244,12.28
TRIP-39105,DRV-083,2024-06-04T14:26:15.434Z,15.115299,79.759885,15.098391,79.773796,7.28
TRIP-49585,DRV-055,2024-06-10T11:46:51.318Z,15.084551,79.804556,15.186912,79.971346,40.22
TRIP-04794,DRV-070,2024-06-08T20:44:38.884Z,14.98189,79.622749,14.988623,79.60744,8.03
TRIP-13548,DRV-096,2024-06-04T08:18:10.676Z,15.060061,79.766486,15.0231,79.737386,9.4
TRIP-27671,DRV-036,2024-06-15T10:20:01.466Z,14.992636,79.69604,15.037693,79.725531,14.39
TRIP-01547,DRV-040,2024-06-20T02:07:00.005Z,15.016229,79.625617,15.02255,79.607686,8.24
TRIP-35481,DRV-019,2024-06-25T01:24:52.842Z,14.990523,79.623848,15.00701,79.62568,6.98
TRIP-41351,DRV-048,2024-06-24T05:08:02.228Z,14.981408,79.691618,14.975355,79.714837,8.75
TRIP-04329,DRV-054,2024-06-10T05:11:41.974Z,15.053569,79.764357,15.087059,79.702473,17.3
TRIP-22287,DRV-070,2024-06-04T10:41:59.226Z,15.035801,79.655452,15.019418,79.651407,8.57
TRIP-38951,DRV-024,2024-06-20T13:49:55.827Z,15.096486,79.808879,15.072565,79.804756,9.55
TRIP-48506,DRV-034,2024-06-02T12:08:31.592Z,15.053987,79.75068,15.072214,79.714299,10.69
TRIP-45352,DRV-089,2024-06-29T11:09:57.760Z,15.116061,79.792105,15.027291,79.709704,24.98
TRIP-29238,DRV-033,2024-06-16T23:37:34.120Z,15.111333,79.700829,15.096495,79.69355,6.08
TRIP-45655,DRV-036,2024-06-20T13:13:55.981Z,15.033515,79.664252,15.052619,79.664999,8.52
TRIP-10976,DRV-036,2024-06-15T20:51:05.530Z,14.959296,79.67635,14.943738,79.662759,8.93
TRIP-27044,DRV-007,2024-06-07T15:05:13.400Z,14.99983,79.696362,14.983479,79.680762,7.28
TRIP-42891,DRV-044,2024-06-20T05:53:20.235Z,15.075079,79.663014,15.091741,79.65981,5.99
TRIP-26716,DRV-066,2024-06-27T23:20:43.800Z,15.025677,79.725629,14.971304,79.704014,12.97
TRIP-07585,DRV-015,2024-06-28T00:22:37.927Z,15.117554,79.706456,15.096331,79.672212,13.2
TRIP-49065,DRV-081,2024-06-25T00:49:12.419Z,15.147728,79.749543,15.177067,79.737568,9.28
TRIP-28043,DRV-093,2024-06-01T15:05:07.692Z,15.120686,79.723432,15.102396,79.713802,7.3
TRIP-22733,DRV-076,2024-06-28T00:36:38.580Z,15.045048,79.687792,15.003396,79.716197,12.38
TRIP-02229,DRV-036,2024-06-08T00:29:53.512Z,15.080057,79.749255,15.088962,79.796341,11.63
TRIP-11984,DRV-022,2024-06-26T09:07:50.368Z,15.103956,79.759853,15.099806,79.77659,8.76
TRIP-32209,DRV-006,2024-06-06T01:59:02.404Z,15.075466,79.686703,15.011524,79.736146,16.39
TRIP-19052,DRV-093,2024-06-26T06:45:16.534Z,15.089975,79.636075,15.089873,79.617684,7.4
TRIP-47010,DRV-079,2024-06-18T11:57:10.373Z,14.975363,79.763736,14.957872,79.770324,8.31
TRIP-11268,DRV-008,2024-06-06T02:37:54.992Z,15.105686,79.762108,15.125328,79.767658,7.28
TRIP-15581,DRV-001,2024-06-22T01:55:29.839Z,15.000553,79.814707,14.979773,79.849527,10.8
TRIP-10009,DRV-049,2024-06-06T06:21:23.912Z,15.049347,79.737225,15.076325,79.712743,8.71
TRIP-46937,DRV-026,2024-06-30T02:52:53.428Z,15.042105,79.718004,15.074986,79.709698,10.94
TRIP-44836,DRV-044,2024-06-16T10:42:24.510Z,14.989638,79.774393,15.018035,79.755416,8.73
TRIP-12375,DRV-069,2024-06-16T05:25:56.318Z,14.992796,79.767791,14.959627,79.858754,17.5
TRIP-36794,DRV-001,2024-06-11T00:03:52.357Z,15.077652,79.819454,15.094135,79.85357,12.28
TRIP-22517,DRV-024,2024-06-08T14:25:55.071Z,15.015536,79.644665,15.028205,79.650564,7.7
TRIP-13966,DRV-005,2024-06-04T12:58:06.163Z,15.102872,79.648206,15.104031,79.629454,9.72
TRIP-02383,DRV-061,2024-06-17T11:20:10.418Z,15.014274,79.78654,15.047741,79.776979,11.48
TRIP-39024,DRV-003,2024-06-03T15:29:41.631Z,15.142851,79.747895,15.130056,79.757028,6.35
TRIP-41535,DRV-077,2024-06-12T03:53:50.749Z,15.034352,79.692588,15.021324,79.725901,7.9
TRIP-01433,DRV-073,2024-06-04T19:39:46.528Z,15.14753,79.64658,15.154609,79.658722,7.51
TRIP-36873,DRV-016,2024-06-09T00:16:11.596Z,15.034036,79.715608,15.125925,79.681492,20.46
TRIP-04707,DRV-015,2024-06-04T22:53:08.916Z,15.154249,79.628999,15.130562,79.596811,9.78
TRIP-02026,DRV-068,2024-06-22T09:04:40.264Z,14.957867,79.674529,14.973701,79.664108,7.74
TRIP-38041,DRV-069,2024-06-20T06:32:08.561Z,15.135594,79.721558,15.11946,79.730625,9.87
TRIP-07281,DRV-022,2024-06-04T03:55:49.200Z,14.992715,79.755633,14.985528,79.765959,4.7
TRIP-03060,DRV-030,2024-06-15T18:34:32.017Z,14.991893,79.651292,14.946794,79.663945,11.55
TRIP-00676,DRV-093,2024-06-05T03:56:22.132Z,15.106051,79.816826,15.116315,79.806135,7.63
TRIP-12844,DRV-086,2024-06-04T06:40:36.298Z,14.961606,79.773991,14.973703,79.784938,7.06
TRIP-07628,DRV-097,2024-06-06T07:32:55.189Z,14.959273,79.737983,14.949574,79.727974,8.77
TRIP-23082,DRV-025,2024-06-25T17:40:16.068Z,15.136246,79.774992,15.121319,79.738248,9.61
TRIP-09724,DRV-023,2024-06-18T02:52:05.211Z,15.084006,79.78556,15.096427,79.798891,7.09
TRIP-40095,DRV-067,2024-06-20T06:22:16.454Z,15.016006,79.744829,15.004033,79.742664,5.49
TRIP-48703,DRV-050,2024-06-16T07:36:17.659Z,15.049947,79.790642,15.048738,79.808554,10
TRIP-09773,DRV-047,2024-06-02T04:13:03.500Z,15.122766,79.763085,15.0933,79.757287,11.07
TRIP-25548,DRV-083,2024-06-05T13:08:17.237Z,15.062051,79.623207,15.076848,79.620953,6.67
TRIP-07408,DRV-028,2024-06-18T15:54:11.494Z,15.157175,79.637088,15.153207,79.630808,4.74
TRIP-22359,DRV-018,2024-06-11T20:47:36.741Z,15.075006,79.69431,15.037341,79.691703,10.35
TRIP-33063,DRV-097,2024-06-22T21:11:30.626Z,15.092547,79.678497,15.093901,79.646081,10.11
TRIP-29551,DRV-067,2024-06-28T01:58:13.579Z,15.01677,79.724807,14.927043,79.610816,28.08
TRIP-25214,DRV-068,2024-06-28T18:59:20.803Z,15.016434,79.684924,14.956842,79.718216,17.39
TRIP-17784,DRV-036,2024-06-23T23:58:29.552Z,15.119975,79.650562,15.086656,79.646274,10.89
TRIP-28867,DRV-096,2024-06-06T13:33:17.232Z,15.15264,79.732624,15.05931,79.776447,19.79
TRIP-30199,DRV-065,2024-06-01T05:20:36.487Z,15.045197,79.754912,15.052558,79.823827,17.81
TRIP-22143,DRV-036,2024-06-30T01:11:45.087Z,15.047189,79.749782,15.02665,79.743398,8.5
TRIP-28125,DRV-050,2024-06-03T14:46:40.667Z,14.968863,79.707995,14.966322,79.698433,7.16
TRIP-17423,DRV-031,2024-06-24T18:42:59.716Z,15.156312,79.660157,15.140252,79.650833,6.03
TRIP-29337,DRV-073,2024-06-05T14:19:21.734Z,14.980387,79.622601,14.974351,79.615964,5.09
TRIP-39172,DRV-049,2024-06-25T04:54:15.768Z,15.073693,79.673876,15.109849,79.655314,10.99
TRIP-17400,DRV-056,2024-06-17T01:31:38.840Z,15.043669,79.672747,15.059814,79.638206,10.63
TRIP-46316,DRV-045,2024-06-24T23:14:19.628Z,14.961827,79.719239,14.973285,79.716054,7.85
TRIP-02628,DRV-091,2024-06-17T19:26:18.686Z,14.965963,79.718103,15.001978,79.69799,10.05
TRIP-41756,DRV-015,2024-06-02T20:00:45.380Z,15.050067,79.804375,15.059464,79.818004,7.83
TRIP-33456,DRV-038,2024-06-07T02:36:13.410Z,14.987801,79.722835,14.980685,79.692682,11.31
TRIP-01129,DRV-010,2024-06-26T16:32:18.808Z,15.065866,79.712881,15.038156,79.716994,8.54
TRIP-23662,DRV-065,2024-06-19T23:02:50.625Z,15.135467,79.736959,15.046712,79.780584,19.61
TRIP-35115,DRV-063,2024-06-16T16:23:23.485Z,15.074581,79.748106,15.073847,79.729805,7.04
TRIP-49638,DRV-058,2024-06-20T10:25:08.083Z,14.987072,79.821033,14.968398,79.7919,9.01
TRIP-43079,DRV-060,2024-06-05T17:48:03.624Z,15.114429,79.707853,15.148594,79.630863,14.94
TRIP-11834,DRV-049,2024-06-15T11:25:37.197Z,14.958261,79.689944,14.93664,79.725109,11.3
TRIP-03592,DRV-030,2024-06-18T10:23:00.467Z,15.077226,79.772109,15.083496,79.781132,8.48
TRIP-06239,DRV-090,2024-06-15T10:44:47.477Z,14.967673,79.701455,14.948318,79.685797,8.67
TRIP-27948,DRV-017,2024-06-19T00:28:54.705Z,15.080995,79.686846,15.099257,79.634994,15.62
TRIP-49682,DRV-084,2024-06-28T22:45:28.041Z,15.113931,79.64699,15.092084,79.677826,10.43
TRIP-48165,DRV-021,2024-06-03T22:57:15.675Z,15.002777,79.716936,14.957377,79.706278,15.21
TRIP-03061,DRV-046,2024-06-25T11:55:31.562Z,15.123357,79.628067,15.105451,79.58645,14.06
TRIP-43876,DRV-033,2024-06-24T07:36:22.204Z,15.022159,79.799576,15.006263,79.795526,7.26
TRIP-41571,DRV-017,2024-06-06T16:31:53.999Z,15.143731,79.683784,15.143168,79.668535,7.42
TRIP-24130,DRV-009,2024-06-26T04:19:17.034Z,15.00626,79.679237,14.999759,79.623676,15.35
TRIP-15379,DRV-021,2024-06-04T02:00:07.066Z,15.084639,79.732683,15.128725,79.736191,12.04
TRIP-44421,DRV-083,2024-06-10T16:54:50.994Z,14.985739,79.801545,14.995945,79.819859,7.95
TRIP-33527,DRV-060,2024-06-05T17:52:29.001Z,14.958647,79.772977,14.92045,79.748947,11.83
TRIP-17899,DRV-083,2024-06-15T22:17:22.261Z,14.960843,79.629668,14.976869,79.628157,8.62
TRIP-35003,DRV-058,2024-06-13T05:30:55.148Z,14.980226,79.626404,14.942003,79.600658,11.2
TRIP-03468,DRV-066,2024-06-03T17:52:24.820Z,15.11121,79.816904,15.148095,79.90535,18.97
TRIP-38947,DRV-026,2024-06-08T20:09:04.480Z,15.011073,79.752216,15.021353,79.755285,7.84
TRIP-17601,DRV-037,2024-06-29T06:34:33.166Z,15.081651,79.742007,15.099426,79.750419,8.74
TRIP-39831,DRV-091,2024-06-05T22:21:49.148Z,15.132779,79.69324,15.14821,79.689664,6.67
TRIP-44736,DRV-032,2024-06-11T13:39:16.482Z,15.039183,79.674724,15.050748,79.676002,8.36
TRIP-40526,DRV-004,2024-06-21T21:52:11.224Z,15.091556,79.689245,15.03426,79.7015,14.76
TRIP-32054,DRV-075,2024-06-07T11:27:33.980Z,15.0457,79.701664,15.046997,79.675544,9.72
TRIP-23236,DRV-032,2024-06-02T14:46:29.722Z,15.054668,79.740103,15.064109,79.72649,8.16
TRIP-25515,DRV-034,2024-06-05T17:01:10.652Z,15.13191,79.674994,15.120215,79.685695,7.49
TRIP-33720,DRV-065,2024-06-09T21:59:35.919Z,15.023862,79.788153,15.084237,79.847537,16.57
TRIP-25092,DRV-019,2024-06-13T14:42:00.628Z,15.103133,79.78129,15.112251,79.793081,8.07
TRIP-39960,DRV-049,2024-06-22T06:13:48.851Z,15.015613,79.629456,15.028487,79.672509,9.08
TRIP-09765,DRV-006,2024-06-09T14:26:04.485Z,15.002033,79.683918,15.042964,79.714272,11.22
TRIP-10333,DRV-063,2024-06-06T05:02:15.252Z,14.975796,79.688606,14.969201,79.691629,6.26
TRIP-48518,DRV-040,2024-06-11T07:52:49.677Z,14.967126,79.625611,14.950141,79.636634,5.78
TRIP-28539,DRV-024,2024-06-08T14:12:31.421Z,15.058083,79.741337,15.013413,79.732647,13.89
TRIP-38095,DRV-038,2024-06-10T10:40:10.361Z,15.085267,79.685091,15.095397,79.684602,7.54
TRIP-43831,DRV-066,2024-06-12T17:14:02.491Z,15.00435,79.713114,14.991989,79.707796,7.65
TRIP-16203,DRV-007,2024-06-05T08:41:19.414Z,15.094384,79.809867,15.090463,79.820536,7.37
TRIP-02963,DRV-019,2024-06-19T20:08:02.256Z,15.150255,79.637291,15.152415,79.615875,8.21
TRIP-17331,DRV-031,2024-06-18T08:12:37.724Z,15.00849,79.623623,14.961563,79.676829,17.03
TRIP-18959,DRV-030,2024-06-12T22:00:23.673Z,15.035905,79.700757,15.046289,79.710565,8.38
TRIP-46983,DRV-042,2024-06-30T02:41:26.902Z,15.096183,79.810508,15.107885,79.804957,6.64
TRIP-29209,DRV-063,2024-06-08T22:38:10.008Z,15.025123,79.761362,14.946014,79.796052,18.98
TRIP-25306,DRV-044,2024-06-27T20:27:36.846Z,15.003115,79.720242,15.019689,79.756322,12.8
TRIP-24390,DRV-099,2024-06-03T14:15:46.557Z,15.138391,79.820142,15.125353,79.878188,15.13
TRIP-03635,DRV-057,2024-06-14T19:24:12.114Z,15.124576,79.711294,15.159025,79.724576,10.58
TRIP-32909,DRV-032,2024-06-02T04:30:01.257Z,15.115622,79.645694,15.11407,79.653741,5.65
TRIP-49488,DRV-003,2024-06-09T12:07:23.589Z,14.971521,79.791768,14.997423,79.80195,8.26
TRIP-14821,DRV-012,2024-06-10T08:34:22.106Z,15.157099,79.662801,15.369309,79.784456,44.54
TRIP-04953,DRV-018,2024-06-17T14:38:28.174Z,15.017812,79.718577,15.039828,79.713717,9.1
TRIP-12238,DRV-039,2024-06-25T02:34:58.838Z,14.987528,79.706003,14.995891,79.694529,8.76
TRIP-02676,DRV-088,2024-06-16T22:55:47.614Z,15.067922,79.646545,15.069304,79.62211,10.55
TRIP-32357,DRV-018,2024-06-04T12:09:37.534Z,15.079194,79.649664,15.075018,79.674466,8.96
TRIP-19045,DRV-074,2024-06-28T16:11:34.571Z,15.146873,79.73134,15.158766,79.736039,7.41
TRIP-37814,DRV-077,2024-06-22T23:55:45.002Z,15.034164,79.720145,15.043222,79.730382,6.07
TRIP-01368,DRV-002,2024-06-03T23:12:34.247Z,15.110056,79.696658,15.080184,79.686311,11.84
TRIP-18788,DRV-041,2024-06-14T05:11:46.599Z,14.977897,79.715702,15.012802,79.734441,11.21
TRIP-46164,DRV-053,2024-06-18T02:07:31.349Z,15.143746,79.734783,15.242492,79.739311,21.34
TRIP-41156,DRV-069,2024-06-28T12:59:01.731Z,15.080614,79.729151,15.10433,79.69949,11.86
TRIP-44102,DRV-010,2024-06-21T08:56:24.754Z,15.075987,79.811368,15.089374,79.834281,8.91
TRIP-41051,DRV-038,2024-06-09T15:52:45.846Z,15.079009,79.655274,15.048586,79.633793,9.87
TRIP-03475,DRV-073,2024-06-06T12:53:40.263Z,14.985563,79.622264,14.91948,79.590319,16.67
TRIP-27759,DRV-052,2024-06-21T18:31:44.946Z,15.025982,79.786879,15.010662,79.774741,7.51
TRIP-48419,DRV-009,2024-06-11T22:32:22.861Z,15.07287,79.67168,14.981506,79.666903,16.66
TRIP-06765,DRV-059,2024-06-03T11:31:10.544Z,14.963432,79.764643,14.973413,79.783063,8.56
TRIP-34704,DRV-077,2024-06-11T12:18:55.199Z,15.107932,79.76807,15.102557,79.76302,6.87
TRIP-44497,DRV-077,2024-06-15T14:40:52.672Z,14.985189,79.662487,14.96633,79.656853,7.29
TRIP-12069,DRV-076,2024-06-27T15:44:54.969Z,15.007374,79.727817,15.015976,79.734135,6.39
TRIP-13173,DRV-003,2024-06-03T19:20:25.545Z,14.992209,79.811665,14.96764,79.780508,11.53
TRIP-08703,DRV-067,2024-06-07T03:45:47.344Z,15.118141,79.650891,15.129345,79.706698,14.34
TRIP-06637,DRV-049,2024-06-09T19:49:25.225Z,15.030116,79.812955,14.999397,79.880785,16.52
TRIP-09045,DRV-001,2024-06-12T18:01:29.439Z,15.11885,79.670963,15.112181,79.703693,11.64
TRIP-06373,DRV-084,2024-06-28T01:30:17.876Z,15.110749,79.648259,15.089478,79.541521,20.28
TRIP-41895,DRV-016,2024-06-19T12:22:54.941Z,14.995183,79.787694,14.99414,79.800284,6.02
TRIP-29693,DRV-047,2024-06-08T19:56:01.666Z,15.076053,79.651631,15.067277,79.674161,7.56
TRIP-19771,DRV-075,2024-06-25T08:58:02.980Z,15.008082,79.741581,14.994523,79.734086,8.28
TRIP-47970,DRV-019,2024-06-14T04:01:23.210Z,14.9577,79.687857,15.008185,79.636977,16.3
TRIP-03234,DRV-082,2024-06-01T23:55:03.257Z,15.154284,79.651397,15.156155,79.622877,11.23
TRIP-00243,DRV-098,2024-06-23T12:32:09.758Z,15.019562,79.634156,15.03025,79.657169,9.18
TRIP-24155,DRV-018,2024-06-29T09:15:35.507Z,15.038053,79.820789,15.074475,79.840767,12
TRIP-01148,DRV-023,2024-06-14T10:34:03.908Z,15.087751,79.718648,15.101375,79.705688,7.4
TRIP-14726,DRV-096,2024-06-28T01:50:16.565Z,15.111944,79.704238,15.060466,79.641049,18.23
TRIP-39340,DRV-031,2024-06-10T12:39:02.756Z,15.072592,79.820766,15.079738,79.839081,6.83
TRIP-28040,DRV-021,2024-06-08T13:09:10.771Z,15.052864,79.724305,15.055021,79.685189,10
TRIP-28770,DRV-010,2024-06-10T23:21:41.237Z,15.003354,79.671878,14.985161,79.766599,21.09
TRIP-33460,DRV-068,2024-06-22T11:01:44.889Z,15.02922,79.785998,14.966898,79.806586,13.2
TRIP-17664,DRV-011,2024-06-17T09:00:24.360Z,15.027785,79.742923,15.042564,79.732106,9.14
TRIP-38435,DRV-099,2024-06-25T16:53:55.752Z,15.034358,79.773788,15.030827,79.821885,11.28
TRIP-18949,DRV-031,2024-06-03T16:08:29.083Z,15.098658,79.694425,15.076953,79.699771,7.41
TRIP-41516,DRV-003,2024-06-22T12:56:16.752Z,15.125088,79.75453,15.120527,79.737158,7.32
TRIP-49612,DRV-065,2024-06-23T08:06:13.897Z,15.007052,79.665888,14.994118,79.679626,9.24
TRIP-23165,DRV-070,2024-06-08T04:49:51.284Z,15.064184,79.732264,15.071641,79.723095,6.45
TRIP-38593,DRV-016,2024-06-14T22:35:19.756Z,14.983288,79.673157,14.977327,79.691123,7.03
TRIP-08494,DRV-020,2024-06-25T01:19:03.858Z,15.109697,79.621867,15.081939,79.626549,7.78
TRIP-21507,DRV-066,2024-06-13T03:37:40.347Z,14.963872,79.680193,14.988189,79.656501,9.04
