timestamp,ip_address,endpoint,method,status_code,response_time_ms,user_agent
2024-03-08T22:44:57.260Z,99.162.44.86,/api/reviews,GET,200,94.2,"python-requests/2.31.0"
2024-03-23T06:24:50.721Z,210.22.242.74,/api/checkout,GET,200,168.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-10T09:54:46.374Z,108.43.111.173,/api/pricing,POST,200,75.2,"Scrapy/2.11"
2024-03-19T06:01:28.439Z,203.26.131.44,/api/checkout,POST,304,357.9,"axios/1.6.2"
2024-03-09T12:47:42.533Z,99.162.44.86,/api/products,PUT,200,162.6,"Go-http-client/2.0"
2024-03-24T15:52:51.049Z,225.67.19.239,/api/reviews,GET,429,889.2,"python-requests/2.31.0"
2024-03-14T16:01:31.350Z,185.132.46.142,/api/inventory,GET,200,97.6,"axios/1.6.2"
2024-03-01T09:04:43.672Z,143.128.126.219,/api/checkout,GET,304,70.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-17T08:48:56.294Z,74.14.35.112,/api/cart,POST,200,238.7,"Go-http-client/2.0"
2024-03-12T14:53:33.162Z,228.254.105.45,/api/orders,DELETE,429,141.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-17T16:05:52.911Z,203.26.131.44,/api/orders,POST,200,149.9,"Scrapy/2.11"
2024-03-27T12:04:26.966Z,225.67.19.239,/api/pricing,GET,429,112.9,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-25T13:20:05.705Z,39.36.225.93,/api/analytics,PUT,200,174.2,"curl/8.4.0"
2024-03-26T00:00:34.845Z,130.222.163.221,/api/pricing,DELETE,200,158.9,"Scrapy/2.11"
2024-03-01T20:29:00.254Z,196.121.190.237,/api/payments,GET,200,194.2,"Go-http-client/2.0"
2024-03-25T19:16:45.677Z,108.43.111.173,/api/analytics,PUT,200,295,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-21T02:21:48.458Z,75.210.223.175,/api/products,PUT,200,272.1,"Scrapy/2.11"
2024-03-09T19:21:18.469Z,225.67.19.239,/api/pricing,GET,429,276.9,"python-requests/2.31.0"
2024-03-23T07:51:23.414Z,162.232.18.26,/api/reviews,DELETE,200,156.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-10T11:15:36.296Z,61.254.189.199,/api/reviews,DELETE,429,57.4,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-06T19:28:42.910Z,45.211.180.251,/api/reviews,POST,200,302.1,"Scrapy/2.11"
2024-03-15T22:55:53.179Z,99.162.44.86,/api/shipping,POST,200,35.6,"Scrapy/2.11"
2024-03-23T10:04:54.144Z,203.26.131.44,/api/inventory,DELETE,200,52.2,"python-requests/2.31.0"
2024-03-24T14:20:46.522Z,168.34.93.219,/api/reviews,DELETE,200,574.4,"Scrapy/2.11"
2024-03-10T16:12:17.069Z,45.181.137.232,/api/products,POST,200,145.4,"Scrapy/2.11"
2024-03-04T20:20:09.872Z,118.55.11.116,/api/reviews,PUT,404,76.3,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-28T08:42:35.563Z,108.43.111.173,/api/orders,PUT,200,164.1,"curl/8.4.0"
2024-03-05T07:21:26.145Z,162.234.219.37,/api/payments,GET,200,69.1,"Go-http-client/2.0"
2024-03-13T09:12:48.366Z,163.120.12.139,/api/analytics,POST,200,135.9,"PostmanRuntime/7.36.0"
2024-03-29T00:34:57.966Z,87.131.108.111,/api/orders,PUT,200,97.4,"PostmanRuntime/7.36.0"
2024-03-22T16:40:56.820Z,210.22.242.74,/api/shipping,POST,200,52.6,"curl/8.4.0"
2024-03-27T11:31:29.165Z,41.185.202.185,/api/shipping,PUT,200,177.2,"PostmanRuntime/7.36.0"
2024-03-12T06:42:05.111Z,94.181.75.133,/api/reviews,PUT,200,210.7,"Go-http-client/2.0"
2024-03-15T06:08:57.471Z,118.55.11.116,/api/analytics,POST,200,81.7,"python-requests/2.31.0"
2024-03-17T06:23:59.777Z,61.254.189.199,/api/shipping,GET,200,197.5,"Scrapy/2.11"
2024-03-16T10:42:25.276Z,65.105.12.101,/api/shipping,DELETE,200,75.6,"axios/1.6.2"
2024-03-20T10:24:09.062Z,49.37.53.124,/api/products,POST,200,47.5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-29T19:12:08.629Z,45.181.137.232,/api/users,GET,200,199.3,"Scrapy/2.11"
2024-03-09T04:50:32.487Z,225.67.19.239,/api/pricing,GET,429,165.1,"PostmanRuntime/7.36.0"
2024-03-22T23:20:49.390Z,46.235.39.46,/api/reviews,GET,502,64.3,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-01T05:19:39.055Z,214.242.70.215,/api/pricing,PUT,204,85.8,"PostmanRuntime/7.36.0"
2024-03-26T10:02:45.672Z,41.185.202.185,/api/orders,GET,200,268.9,"Scrapy/2.11"
2024-03-19T10:17:03.360Z,45.181.137.232,/api/cart,DELETE,200,17.5,"python-requests/2.31.0"
2024-03-02T02:41:10.856Z,190.161.33.204,/api/pricing,POST,200,114.6,"PostmanRuntime/7.36.0"
2024-03-01T08:59:58.017Z,96.193.31.154,/api/reviews,PUT,200,49.4,"python-requests/2.31.0"
2024-03-11T15:47:38.820Z,212.214.151.128,/api/shipping,PUT,200,198.6,"Go-http-client/2.0"
2024-03-28T05:01:58.963Z,108.43.111.173,/api/orders,GET,200,58.9,"Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0"
2024-03-07T12:15:03.389Z,162.232.18.26,/api/inventory,GET,200,111,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-10T10:16:43.211Z,21.57.30.18,/api/products,PUT,200,163.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-09T01:05:09.723Z,163.120.12.139,/api/cart,POST,301,53.4,"axios/1.6.2"
2024-03-13T00:37:41.405Z,225.67.19.239,/api/products,GET,429,125.4,"python-requests/2.31.0"
2024-03-01T04:13:31.035Z,69.248.254.254,/api/orders,GET,429,183.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-26T22:33:12.056Z,212.214.151.128,/api/pricing,PUT,200,259.6,"curl/8.4.0"
2024-03-10T07:38:50.261Z,157.21.8.193,/api/cart,POST,200,40.2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-16T01:36:33.847Z,35.138.67.21,/api/shipping,DELETE,200,228.8,"curl/8.4.0"
2024-03-08T08:05:53.679Z,143.128.126.219,/api/users,PUT,404,124.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-27T19:39:14.102Z,46.235.39.46,/api/analytics,POST,200,104.4,"Go-http-client/2.0"
2024-03-15T23:08:50.474Z,203.26.131.44,/api/inventory,DELETE,200,327.7,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-14T16:56:57.123Z,203.26.131.44,/api/payments,DELETE,200,100,"Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0"
2024-03-05T10:52:07.154Z,21.57.30.18,/api/users,POST,200,148.8,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-29T22:35:36.038Z,85.219.26.163,/api/search,DELETE,400,101.5,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-26T20:56:01.635Z,93.155.219.58,/api/checkout,DELETE,200,145.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-30T22:52:49.674Z,176.19.14.189,/api/pricing,POST,200,320.8,"Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0"
2024-03-29T14:53:25.799Z,102.92.217.88,/api/pricing,DELETE,200,201,"Go-http-client/2.0"
2024-03-08T01:33:18.218Z,185.132.46.142,/api/cart,GET,200,229.9,"Go-http-client/2.0"
2024-03-20T07:49:57.496Z,212.214.151.128,/api/checkout,GET,200,72,"Go-http-client/2.0"
2024-03-20T12:58:04.246Z,102.92.217.88,/api/shipping,GET,200,93.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-24T23:21:34.975Z,49.37.53.124,/api/shipping,GET,200,172.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-11T04:26:03.244Z,46.235.39.46,/api/inventory,POST,200,387,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-23T02:14:51.793Z,168.34.93.219,/api/pricing,DELETE,429,157.3,"curl/8.4.0"
2024-03-17T12:59:48.809Z,157.21.8.193,/api/cart,GET,200,84.2,"python-requests/2.31.0"
2024-03-05T09:33:53.761Z,185.132.46.142,/api/analytics,POST,200,147.8,"curl/8.4.0"
2024-03-08T04:17:30.732Z,96.193.31.154,/api/inventory,DELETE,200,82.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-15T17:59:14.719Z,46.235.39.46,/api/orders,PUT,200,58.5,"curl/8.4.0"
2024-03-28T22:54:57.631Z,156.24.209.182,/api/reviews,DELETE,200,145.6,"curl/8.4.0"
2024-03-20T06:39:29.964Z,96.193.31.154,/api/analytics,PUT,200,130.3,"PostmanRuntime/7.36.0"
2024-03-16T16:03:21.528Z,35.138.67.21,/api/cart,GET,200,131.5,"Scrapy/2.11"
2024-03-07T08:14:25.491Z,225.67.19.239,/api/pricing,GET,200,127.2,"curl/8.4.0"
2024-03-27T17:20:46.470Z,130.222.163.221,/api/shipping,PUT,200,133.4,"Scrapy/2.11"
2024-03-26T07:34:48.934Z,162.232.18.26,/api/inventory,GET,404,50.5,"python-requests/2.31.0"
2024-03-09T09:18:59.897Z,114.152.26.194,/api/analytics,POST,200,74.2,"curl/8.4.0"
2024-03-18T13:49:33.461Z,217.251.127.163,/api/users,PUT,200,114.6,"Go-http-client/2.0"
2024-03-13T13:34:48.240Z,94.181.75.133,/api/orders,GET,200,26.1,"python-requests/2.31.0"
2024-03-18T23:58:31.985Z,156.24.209.182,/api/orders,DELETE,200,428.5,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-14T07:39:47.452Z,35.138.67.21,/api/analytics,DELETE,200,38.8,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-23T19:58:28.751Z,118.55.11.116,/api/checkout,GET,500,61.6,"axios/1.6.2"
2024-03-02T09:32:11.084Z,167.79.194.252,/api/inventory,POST,200,111.8,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-18T21:40:19.123Z,96.193.31.154,/api/products,POST,200,126.1,"axios/1.6.2"
2024-03-18T23:44:29.454Z,162.232.18.26,/api/analytics,DELETE,200,54.8,"Scrapy/2.11"
2024-03-20T06:34:40.908Z,85.219.26.163,/api/pricing,DELETE,200,91.8,"Scrapy/2.11"
2024-03-09T23:43:23.491Z,157.21.8.193,/api/checkout,GET,200,89.1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-20T03:41:55.522Z,35.113.50.252,/api/reviews,GET,200,41.3,"python-requests/2.31.0"
2024-03-24T12:25:29.738Z,87.131.108.111,/api/checkout,DELETE,200,119.6,"Go-http-client/2.0"
2024-03-18T22:32:30.424Z,45.211.180.251,/api/pricing,PUT,200,167.8,"Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0"
2024-03-24T09:36:58.234Z,48.17.254.231,/api/cart,GET,200,99,"python-requests/2.31.0"
2024-03-04T11:02:22.998Z,45.211.180.251,/api/orders,PUT,500,65,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-25T11:34:07.211Z,46.235.39.46,/api/users,PUT,200,315.8,"PostmanRuntime/7.36.0"
2024-03-04T05:03:44.527Z,148.35.25.78,/api/shipping,DELETE,200,103.8,"Go-http-client/2.0"
2024-03-27T23:27:36.314Z,80.21.164.112,/api/orders,GET,200,185.6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-13T12:54:49.929Z,162.234.219.37,/api/pricing,DELETE,200,126.9,"axios/1.6.2"
2024-03-04T03:06:34.709Z,130.222.163.221,/api/checkout,DELETE,200,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-27T01:44:11.478Z,21.57.30.18,/api/orders,PUT,200,356,"Go-http-client/2.0"
2024-03-16T13:55:16.443Z,225.67.19.239,/api/pricing,GET,429,157.3,"axios/1.6.2"
2024-03-08T07:06:30.761Z,45.211.180.251,/api/cart,POST,200,68.6,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-18T02:49:19.850Z,214.242.70.215,/api/pricing,GET,200,92.8,"Scrapy/2.11"
2024-03-24T06:41:17.421Z,114.152.26.194,/api/cart,POST,200,70.6,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-14T11:22:48.603Z,21.57.30.18,/api/users,DELETE,200,134.5,"Go-http-client/2.0"
2024-03-17T02:11:10.613Z,46.235.39.46,/api/pricing,DELETE,200,140.4,"curl/8.4.0"
2024-03-22T12:00:50.434Z,93.155.219.58,/api/analytics,DELETE,200,222.4,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-28T11:42:31.592Z,35.138.67.21,/api/analytics,POST,200,86.7,"Scrapy/2.11"
2024-03-21T10:27:44.486Z,48.17.254.231,/api/inventory,PUT,200,108.7,"axios/1.6.2"
2024-03-10T11:38:00.989Z,85.219.26.163,/api/products,PUT,200,26.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 14_2) AppleWebKit/605.1.15 Safari/17.2"
2024-03-10T13:10:14.701Z,210.22.242.74,/api/checkout,PUT,200,254.8,"python-requests/2.31.0"
2024-03-05T22:38:51.234Z,214.242.70.215,/api/shipping,DELETE,200,161,"axios/1.6.2"
2024-03-16T04:58:25.398Z,65.105.12.101,/api/analytics,DELETE,200,78.8,"PostmanRuntime/7.36.0"
2024-03-18T09:31:19.233Z,108.43.111.173,/api/orders,GET,200,146,"curl/8.4.0"
2024-03-12T07:12:22.034Z,118.55.11.116,/api/cart,PUT,200,95.4,"curl/8.4.0"
2024-03-18T05:05:34.246Z,45.211.180.251,/api/inventory,PUT,200,49.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-28T13:59:08.573Z,45.211.180.251,/api/inventory,DELETE,200,361.9,"PostmanRuntime/7.36.0"
2024-03-06T12:22:59.193Z,93.155.219.58,/api/checkout,PUT,200,210.2,"Scrapy/2.11"
2024-03-24T01:28:31.397Z,102.92.217.88,/api/inventory,GET,200,109.6,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-24T00:03:04.116Z,74.14.35.112,/api/analytics,POST,204,48.2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-11T12:12:15.483Z,225.67.19.239,/api/pricing,GET,429,165.7,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-14T20:04:21.311Z,148.35.25.78,/api/shipping,POST,200,133.1,"Go-http-client/2.0"
2024-03-30T13:07:27.032Z,42.192.101.185,/api/products,PUT,200,173.3,"Scrapy/2.11"
2024-03-22T19:31:29.959Z,156.24.209.182,/api/cart,DELETE,201,80.3,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 Chrome/120.0"
2024-03-30T13:15:05.918Z,228.254.105.45,/api/analytics,GET,200,66.4,"axios/1.6.2"
2024-03-04T07:23:16.073Z,94.181.75.133,/api/users,DELETE,200,267.5,"PostmanRuntime/7.36.0"
2024-03-12T09:04:54.185Z,185.132.46.142,/api/orders,PUT,200,138.2,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15"
2024-03-09T05:32:57.635Z,217.251.127.163,/api/analytics,POST,200,56.1,"Scrapy/2.11"
2024-03-04T07:01:49.683Z,61.254.189.199,/api/pricing,GET,304,46.2,"Mozilla/5.0 (X11; Linux x86_64; rv:121.0) Gecko/20100101 Firefox/121.0"
