timestamp,location,sensor,value
2024-01-03T09:43:00.000Z,zone-a,pressure,1007.6
2024-01-03T10:05:00.000Z,zone-a,temperature,33.6
2024-01-03T11:38:00.000Z,zone-c,humidity,33
2024-01-03T13:49:00.000Z,zone-d,temperature,26.9
2024-01-03T15:02:00.000Z,zone-d,pressure,1014.8
2024-01-03T15:06:00.000Z,zone-b,pressure,1009.1
2024-01-03T15:37:00.000Z,zone-b,temperature,34.7
2024-01-03T20:31:00.000Z,zone-a,light,694.2
2024-01-03T22:20:00.000Z,zone-d,pressure,1013.9
2024-01-03T22:58:00.000Z,zone-c,temperature,33.1
2024-01-03T23:18:00.000Z,zone-a,pressure,995.9
2024-01-04T00:20:00.000Z,zone-c,humidity,36.8
2024-01-04T02:09:00.000Z,zone-d,temperature,31.2
2024-01-04T04:15:00.000Z,zone-c,light,339.9
2024-01-04T06:48:00.000Z,zone-d,light,133.3
2024-01-04T07:07:00.000Z,zone-b,temperature,22.2
2024-01-04T07:16:00.000Z,zone-b,light,111
2024-01-04T10:48:00.000Z,zone-c,pressure,990
2024-01-04T10:55:00.000Z,zone-a,temperature,34.6
2024-01-04T13:21:00.000Z,zone-b,humidity,53
2024-01-04T14:11:00.000Z,zone-b,pressure,1017
2024-01-04T17:51:00.000Z,zone-a,humidity,38.4
2024-01-04T17:51:00.000Z,zone-d,humidity,41.7
2024-01-04T19:00:00.000Z,zone-b,light,397.9
2024-01-04T19:41:00.000Z,zone-d,light,661.9
2024-01-04T21:06:00.000Z,zone-a,humidity,30.2
2024-01-04T21:47:00.000Z,zone-a,pressure,1000.8
2024-01-05T00:49:00.000Z,zone-d,humidity,79.4
2024-01-05T01:10:00.000Z,zone-d,pressure,1010.9
2024-01-05T01:17:00.000Z,zone-b,temperature,31
2024-01-05T02:43:00.000Z,zone-b,humidity,58.5
2024-01-05T03:29:00.000Z,zone-c,temperature,16.6
2024-01-05T05:22:00.000Z,zone-d,temperature,24
2024-01-05T10:31:00.000Z,zone-b,pressure,1008.8
2024-01-05T10:36:00.000Z,zone-a,light,737.9
2024-01-05T11:05:00.000Z,zone-c,humidity,30.9
2024-01-05T11:29:00.000Z,zone-c,light,218.9
2024-01-05T16:09:00.000Z,zone-c,pressure,1018.1
2024-01-05T17:51:00.000Z,zone-a,temperature,19.3
2024-01-05T19:48:00.000Z,zone-a,temperature,15.9
2024-01-06T03:16:00.000Z,zone-d,temperature,28.1
2024-01-06T03:18:00.000Z,zone-a,pressure,1008.4
2024-01-06T04:25:00.000Z,zone-c,light,453.4
2024-01-06T05:18:00.000Z,zone-d,pressure,994.3
2024-01-06T05:31:00.000Z,zone-b,pressure,997
2024-01-06T05:39:00.000Z,zone-b,temperature,22.4
2024-01-06T06:30:00.000Z,zone-d,light,706.3
2024-01-06T06:58:00.000Z,zone-c,temperature,20.4
2024-01-06T07:02:00.000Z,zone-b,light,842.2
2024-01-06T07:31:00.000Z,zone-a,humidity,61.6
2024-01-06T07:53:00.000Z,zone-c,humidity,60
2024-01-06T08:57:00.000Z,zone-a,light,416.3
2024-01-06T10:36:00.000Z,zone-b,humidity,35.2
2024-01-06T11:57:00.000Z,zone-d,humidity,35
2024-01-06T13:33:00.000Z,zone-c,pressure,1011.1
2024-01-06T19:01:00.000Z,zone-d,temperature,19.7
2024-01-06T19:27:00.000Z,zone-c,light,200.9
2024-01-06T19:47:00.000Z,zone-a,humidity,42.2
2024-01-07T00:36:00.000Z,zone-a,pressure,1012.7
2024-01-07T07:27:00.000Z,zone-c,humidity,78.7
2024-01-07T09:16:00.000Z,zone-b,light,416.6
2024-01-07T09:28:00.000Z,zone-a,light,412.7
2024-01-07T09:29:00.000Z,zone-d,humidity,76.6
2024-01-07T09:38:00.000Z,zone-d,light,436.4
2024-01-07T11:53:00.000Z,zone-b,pressure,991.6
2024-01-07T12:05:00.000Z,zone-c,pressure,1009.2
2024-01-07T12:45:00.000Z,zone-b,temperature,28.2
2024-01-07T14:52:00.000Z,zone-d,pressure,1014.5
2024-01-07T16:59:00.000Z,zone-a,temperature,32.2
2024-01-07T17:03:00.000Z,zone-c,temperature,17.9
2024-01-07T18:00:00.000Z,zone-b,humidity,35.2
2024-01-07T21:23:00.000Z,zone-a,temperature,29.2
2024-01-07T22:53:00.000Z,zone-d,pressure,994.8
2024-01-07T23:26:00.000Z,zone-b,pressure,998.2
2024-01-08T01:58:00.000Z,zone-d,light,313.5
2024-01-08T04:08:00.000Z,zone-c,humidity,43.1
2024-01-08T05:31:00.000Z,zone-a,pressure,1011.5
2024-01-08T05:40:00.000Z,zone-a,light,169.9
2024-01-08T06:44:00.000Z,zone-c,pressure,1014.3
2024-01-08T06:54:00.000Z,zone-b,temperature,21
2024-01-08T07:12:00.000Z,zone-d,humidity,78.6
2024-01-08T08:29:00.000Z,zone-a,humidity,66.7
2024-01-08T08:43:00.000Z,zone-b,humidity,31.6
2024-01-08T08:58:00.000Z,zone-b,light,664.8
2024-01-08T11:50:00.000Z,zone-c,temperature,26.1
2024-01-08T15:10:00.000Z,zone-c,light,645.8
2024-01-08T18:27:00.000Z,zone-d,temperature,16.5
2024-01-08T20:44:00.000Z,zone-c,light,189.4
2024-01-08T20:48:00.000Z,zone-b,temperature,26.4
2024-01-08T21:50:00.000Z,zone-a,humidity,77.4
2024-01-08T22:05:00.000Z,zone-a,temperature,21.2
2024-01-09T01:35:00.000Z,zone-d,temperature,18.9
2024-01-09T03:24:00.000Z,zone-d,humidity,31
2024-01-09T04:00:00.000Z,zone-c,pressure,1013.1
2024-01-09T04:40:00.000Z,zone-b,pressure,1012.5
2024-01-09T06:20:00.000Z,zone-a,pressure,1017.2
2024-01-09T06:57:00.000Z,zone-a,light,522
2024-01-09T07:58:00.000Z,zone-b,humidity,33.7
2024-01-09T08:28:00.000Z,zone-c,humidity,38.2
2024-01-09T09:17:00.000Z,zone-d,pressure,993.7
2024-01-09T09:19:00.000Z,zone-b,light,813.9
2024-01-09T11:35:00.000Z,zone-d,light,429.6
2024-01-09T18:19:00.000Z,zone-c,temperature,23.6
2024-01-09T19:30:00.000Z,zone-d,light,118.6
2024-01-09T20:23:00.000Z,zone-b,temperature,21.9
2024-01-09T21:21:00.000Z,zone-c,temperature,19.8
2024-01-10T02:18:00.000Z,zone-d,temperature,25.3
2024-01-10T02:44:00.000Z,zone-a,light,438.5
2024-01-10T04:55:00.000Z,zone-a,pressure,991.1
2024-01-10T05:37:00.000Z,zone-a,temperature,29.8
2024-01-10T06:32:00.000Z,zone-a,humidity,34.4
2024-01-10T07:55:00.000Z,zone-d,pressure,1018.6
2024-01-10T09:07:00.000Z,zone-b,pressure,1005.1
2024-01-10T09:45:00.000Z,zone-b,humidity,74.3
2024-01-10T10:12:00.000Z,zone-b,light,692.2
2024-01-10T10:21:00.000Z,zone-d,humidity,58.3
2024-01-10T10:44:00.000Z,zone-c,light,390.1
2024-01-10T11:13:00.000Z,zone-c,humidity,33
2024-01-10T16:21:00.000Z,zone-c,pressure,991.8
2024-01-10T18:55:00.000Z,zone-b,humidity,43.2
2024-01-10T19:37:00.000Z,zone-c,light,794.3
2024-01-10T19:41:00.000Z,zone-d,humidity,79.6
2024-01-10T23:14:00.000Z,zone-a,pressure,1002.4
2024-01-11T00:05:00.000Z,zone-a,light,244.8
2024-01-11T00:32:00.000Z,zone-b,temperature,28.3
2024-01-11T01:18:00.000Z,zone-b,pressure,994.2
2024-01-11T02:08:00.000Z,zone-d,temperature,32.7
2024-01-11T03:53:00.000Z,zone-a,temperature,20.9
2024-01-11T07:51:00.000Z,zone-a,humidity,76.3
2024-01-11T12:54:00.000Z,zone-c,humidity,77.3
2024-01-11T13:15:00.000Z,zone-c,temperature,32.8
2024-01-11T14:10:00.000Z,zone-b,light,291.1
2024-01-11T16:48:00.000Z,zone-d,pressure,1008.5
2024-01-11T18:16:00.000Z,zone-d,light,309.5
2024-01-11T18:29:00.000Z,zone-c,pressure,994
2024-01-11T19:11:00.000Z,zone-a,light,662.3
2024-01-11T20:23:00.000Z,zone-a,humidity,48.5
2024-01-11T20:41:00.000Z,zone-b,temperature,28.4
2024-01-11T23:41:00.000Z,zone-c,humidity,49.6
2024-01-12T01:12:00.000Z,zone-c,light,376.6
2024-01-12T02:04:00.000Z,zone-c,temperature,19.3
2024-01-12T04:25:00.000Z,zone-b,pressure,996.4
2024-01-12T04:27:00.000Z,zone-d,humidity,61.1
2024-01-12T04:32:00.000Z,zone-a,temperature,31.3
2024-01-12T04:41:00.000Z,zone-b,humidity,65.4
2024-01-12T06:39:00.000Z,zone-d,temperature,32.6
2024-01-12T10:52:00.000Z,zone-d,pressure,990.8
2024-01-12T12:18:00.000Z,zone-d,light,461.2
2024-01-12T15:43:00.000Z,zone-c,pressure,990.5
2024-01-12T16:02:00.000Z,zone-a,pressure,996.4
2024-01-12T17:33:00.000Z,zone-b,light,488
2024-01-12T21:09:00.000Z,zone-c,pressure,1003
2024-01-12T21:17:00.000Z,zone-d,pressure,990.7
2024-01-12T21:48:00.000Z,zone-c,light,279.4
2024-01-12T22:51:00.000Z,zone-a,light,747.4
2024-01-13T00:08:00.000Z,zone-d,humidity,61.4
2024-01-13T01:18:00.000Z,zone-c,temperature,18.8
2024-01-13T05:40:00.000Z,zone-c,humidity,47
2024-01-13T06:05:00.000Z,zone-a,pressure,1012
2024-01-13T08:54:00.000Z,zone-b,temperature,19.4
2024-01-13T09:11:00.000Z,zone-b,humidity,64.5
2024-01-13T09:57:00.000Z,zone-b,pressure,995
2024-01-13T11:16:00.000Z,zone-a,humidity,38.8
2024-01-13T11:17:00.000Z,zone-d,light,540.9
2024-01-13T12:51:00.000Z,zone-b,light,600.7
2024-01-13T13:09:00.000Z,zone-a,temperature,23.2
2024-01-13T17:30:00.000Z,zone-d,temperature,19.8
2024-01-13T22:30:00.000Z,zone-a,pressure,1014.7
2024-01-13T22:38:00.000Z,zone-b,temperature,29.5
2024-01-13T22:44:00.000Z,zone-c,light,348.5
2024-01-13T23:00:00.000Z,zone-c,humidity,72.6
2024-01-13T23:26:00.000Z,zone-d,humidity,37.8
2024-01-14T02:16:00.000Z,zone-c,temperature,19.8
2024-01-14T02:33:00.000Z,zone-d,pressure,1002.4
2024-01-14T02:40:00.000Z,zone-d,temperature,24.3
2024-01-14T03:30:00.000Z,zone-d,light,570.1
2024-01-14T07:56:00.000Z,zone-a,temperature,27.6
2024-01-14T10:16:00.000Z,zone-b,light,807
2024-01-14T12:49:00.000Z,zone-b,humidity,39.3
2024-01-14T13:48:00.000Z,zone-c,pressure,997
2024-01-14T15:53:00.000Z,zone-a,light,188.2
2024-01-14T16:02:00.000Z,zone-b,pressure,1018.8
2024-01-14T18:16:00.000Z,zone-a,humidity,31.6
2024-01-14T19:25:00.000Z,zone-c,pressure,1013.2
2024-01-14T21:14:00.000Z,zone-b,temperature,22.2
2024-01-15T00:42:00.000Z,zone-b,pressure,1018.8
2024-01-15T02:01:00.000Z,zone-b,humidity,44.2
2024-01-15T03:12:00.000Z,zone-d,pressure,1009.6
2024-01-15T05:06:00.000Z,zone-d,temperature,26.7
2024-01-15T07:02:00.000Z,zone-a,light,709.9
2024-01-15T08:23:00.000Z,zone-a,temperature,30.7
2024-01-15T09:01:00.000Z,zone-a,pressure,1012.1
2024-01-15T09:36:00.000Z,zone-c,humidity,58.9
2024-01-15T10:39:00.000Z,zone-c,light,565.2
2024-01-15T12:07:00.000Z,zone-d,light,653.7
2024-01-15T14:40:00.000Z,zone-a,humidity,74.3
2024-01-15T14:48:00.000Z,zone-c,temperature,22
2024-01-15T14:55:00.000Z,zone-d,humidity,69.5
2024-01-15T15:51:00.000Z,zone-b,light,484.1
2024-01-15T19:30:00.000Z,zone-b,humidity,78.6
2024-01-15T20:18:00.000Z,zone-a,pressure,1013.7
2024-01-15T21:51:00.000Z,zone-b,pressure,990.5
2024-01-15T22:58:00.000Z,zone-c,humidity,55.4
2024-01-15T23:34:00.000Z,zone-c,temperature,29.5
2024-01-15T23:50:00.000Z,zone-c,light,699
2024-01-16T05:19:00.000Z,zone-d,light,644.2
2024-01-16T05:52:00.000Z,zone-d,humidity,30.7
2024-01-16T07:29:00.000Z,zone-a,light,412
2024-01-16T08:50:00.000Z,zone-a,humidity,65
2024-01-16T09:05:00.000Z,zone-d,pressure,1010.7
2024-01-16T09:38:00.000Z,zone-a,temperature,25.4
2024-01-16T12:17:00.000Z,zone-b,light,358.5
2024-01-16T12:36:00.000Z,zone-b,temperature,26.6
2024-01-16T14:27:00.000Z,zone-d,temperature,28.1
2024-01-16T17:52:00.000Z,zone-c,pressure,993.3
2024-01-16T21:45:00.000Z,zone-d,light,380.7
2024-01-17T00:42:00.000Z,zone-a,pressure,992.2
2024-01-17T00:43:00.000Z,zone-c,temperature,25.9
2024-01-17T01:37:00.000Z,zone-a,temperature,15.8
2024-01-17T01:44:00.000Z,zone-c,light,523.8
2024-01-17T02:16:00.000Z,zone-b,temperature,27.2
2024-01-17T06:01:00.000Z,zone-c,pressure,993.9
2024-01-17T07:58:00.000Z,zone-b,pressure,999.6
2024-01-17T10:09:00.000Z,zone-d,humidity,55.6
2024-01-17T11:29:00.000Z,zone-d,temperature,31.4
2024-01-17T11:56:00.000Z,zone-c,humidity,72.5
2024-01-17T12:51:00.000Z,zone-b,light,506.4
2024-01-17T13:02:00.000Z,zone-a,humidity,57.4
2024-01-17T13:31:00.000Z,zone-a,light,860
2024-01-17T14:49:00.000Z,zone-d,pressure,997.5
2024-01-17T16:05:00.000Z,zone-b,humidity,74.6
2024-01-17T18:47:00.000Z,zone-b,humidity,78.7
2024-01-17T21:03:00.000Z,zone-a,humidity,50.7
2024-01-17T21:23:00.000Z,zone-b,temperature,24.5
2024-01-18T00:21:00.000Z,zone-a,pressure,1012
2024-01-18T02:33:00.000Z,zone-d,pressure,995.9
2024-01-18T04:44:00.000Z,zone-b,light,219.3
2024-01-18T05:04:00.000Z,zone-c,light,637.1
2024-01-18T07:16:00.000Z,zone-a,light,829.2
2024-01-18T09:54:00.000Z,zone-c,pressure,1001.6
2024-01-18T10:40:00.000Z,zone-c,humidity,41.5
2024-01-18T13:49:00.000Z,zone-d,temperature,29.5
2024-01-18T13:51:00.000Z,zone-d,humidity,70.2
2024-01-18T15:05:00.000Z,zone-d,light,349.6
2024-01-18T16:41:00.000Z,zone-a,temperature,27.9
2024-01-18T16:41:00.000Z,zone-b,pressure,1006.8
2024-01-18T17:48:00.000Z,zone-c,temperature,28.5
2024-01-18T19:07:00.000Z,zone-c,temperature,16.2
2024-01-18T20:54:00.000Z,zone-d,pressure,1012.6
2024-01-18T22:27:00.000Z,zone-a,light,806.2
2024-01-18T22:42:00.000Z,zone-d,light,634.6
2024-01-18T23:54:00.000Z,zone-a,humidity,54.1
2024-01-19T00:07:00.000Z,zone-b,light,226.6
2024-01-19T00:47:00.000Z,zone-b,temperature,23.3
2024-01-19T02:38:00.000Z,zone-c,humidity,32.5
2024-01-19T10:27:00.000Z,zone-a,pressure,1014
2024-01-19T10:34:00.000Z,zone-a,temperature,28.9
2024-01-19T11:13:00.000Z,zone-b,humidity,30.4
2024-01-19T11:41:00.000Z,zone-c,pressure,992.8
2024-01-19T12:31:00.000Z,zone-d,temperature,25.2
2024-01-19T16:57:00.000Z,zone-c,light,413
2024-01-19T17:17:00.000Z,zone-d,humidity,36.7
2024-01-19T17:45:00.000Z,zone-b,pressure,993.7
2024-01-19T19:57:00.000Z,zone-b,humidity,37
2024-01-19T22:03:00.000Z,zone-a,pressure,1011.7
2024-01-19T22:45:00.000Z,zone-a,light,376.9
2024-01-20T05:04:00.000Z,zone-b,light,575.2
2024-01-20T05:32:00.000Z,zone-b,pressure,1008.3
2024-01-20T07:01:00.000Z,zone-b,temperature,25
2024-01-20T08:12:00.000Z,zone-a,humidity,53.2
2024-01-20T09:08:00.000Z,zone-d,light,742.1
2024-01-20T09:47:00.000Z,zone-a,temperature,16.2
2024-01-20T11:37:00.000Z,zone-d,temperature,23.3
2024-01-20T11:39:00.000Z,zone-c,temperature,22.1
2024-01-20T12:39:00.000Z,zone-d,humidity,42
2024-01-20T13:39:00.000Z,zone-c,humidity,55.7
2024-01-20T15:09:00.000Z,zone-d,pressure,993.2
2024-01-20T15:49:00.000Z,zone-c,light,389.6
2024-01-20T15:56:00.000Z,zone-c,pressure,997.9
2024-01-20T21:23:00.000Z,zone-a,temperature,20
2024-01-20T21:41:00.000Z,zone-b,pressure,994.1
2024-01-20T23:12:00.000Z,zone-d,light,553.9
2024-01-21T02:55:00.000Z,zone-a,pressure,991.7
2024-01-21T03:13:00.000Z,zone-d,humidity,50.7
2024-01-21T03:39:00.000Z,zone-b,humidity,32
2024-01-21T05:13:00.000Z,zone-b,light,384.3
2024-01-21T05:59:00.000Z,zone-c,temperature,19.4
2024-01-21T06:42:00.000Z,zone-c,pressure,990.1
2024-01-21T07:34:00.000Z,zone-b,temperature,17.1
2024-01-21T12:05:00.000Z,zone-d,pressure,1011.3
2024-01-21T13:05:00.000Z,zone-a,humidity,77.7
2024-01-21T13:28:00.000Z,zone-c,humidity,47.4
2024-01-21T15:56:00.000Z,zone-d,temperature,31.1
2024-01-21T17:02:00.000Z,zone-a,light,366.2
2024-01-21T17:57:00.000Z,zone-c,light,728.1
2024-01-21T19:17:00.000Z,zone-a,light,436.8
2024-01-21T19:56:00.000Z,zone-b,temperature,17.3
2024-01-21T20:43:00.000Z,zone-b,humidity,71.5
2024-01-21T20:51:00.000Z,zone-c,temperature,17.7
2024-01-21T20:56:00.000Z,zone-d,light,504.4
2024-01-21T21:25:00.000Z,zone-a,temperature,22.1
2024-01-21T21:33:00.000Z,zone-c,humidity,33.9
2024-01-22T01:09:00.000Z,zone-d,humidity,34.3
2024-01-22T01:27:00.000Z,zone-d,pressure,1011
2024-01-22T03:34:00.000Z,zone-a,pressure,1013.3
2024-01-22T04:40:00.000Z,zone-b,pressure,1019.3
2024-01-22T13:05:00.000Z,zone-c,light,746
2024-01-22T13:40:00.000Z,zone-d,temperature,22
2024-01-22T13:41:00.000Z,zone-c,pressure,1012.5
2024-01-22T15:19:00.000Z,zone-a,humidity,43.1
2024-01-22T16:02:00.000Z,zone-b,light,200.9
2024-01-22T23:12:00.000Z,zone-d,temperature,34.6
2024-01-22T23:56:00.000Z,zone-b,humidity,37.3
2024-01-23T00:01:00.000Z,zone-b,light,530.8
2024-01-23T00:59:00.000Z,zone-a,temperature,30.5
2024-01-23T06:04:00.000Z,zone-b,pressure,1006.5
2024-01-23T06:36:00.000Z,zone-d,light,655
2024-01-23T07:05:00.000Z,zone-c,pressure,994.5
2024-01-23T08:05:00.000Z,zone-d,pressure,993
2024-01-23T08:47:00.000Z,zone-c,humidity,51.4
2024-01-23T11:24:00.000Z,zone-a,light,179.7
2024-01-23T13:11:00.000Z,zone-a,pressure,997.4
2024-01-23T13:41:00.000Z,zone-d,humidity,43.5
2024-01-23T13:43:00.000Z,zone-c,light,789.4
2024-01-23T15:16:00.000Z,zone-b,temperature,16.9
2024-01-23T16:37:00.000Z,zone-c,temperature,15.8
2024-01-23T17:57:00.000Z,zone-a,humidity,30.2
2024-01-23T21:31:00.000Z,zone-c,humidity,66.5
2024-01-23T22:45:00.000Z,zone-b,humidity,68
2024-01-23T23:46:00.000Z,zone-a,humidity,44.8
2024-01-23T23:47:00.000Z,zone-a,pressure,1015.2
2024-01-23T23:47:00.000Z,zone-b,temperature,20.2
2024-01-24T00:09:00.000Z,zone-c,light,523.8
2024-01-24T03:57:00.000Z,zone-d,pressure,1015.1
2024-01-24T04:45:00.000Z,zone-c,pressure,1004.5
2024-01-24T06:46:00.000Z,zone-b,pressure,995.9
2024-01-24T07:26:00.000Z,zone-d,humidity,60.4
2024-01-24T11:37:00.000Z,zone-a,light,664.6
2024-01-24T11:40:00.000Z,zone-a,temperature,22.1
2024-01-24T15:44:00.000Z,zone-c,temperature,22.4
2024-01-24T16:05:00.000Z,zone-b,light,220.8
2024-01-24T17:37:00.000Z,zone-d,light,513.9
2024-01-24T18:20:00.000Z,zone-d,temperature,22
2024-01-24T19:03:00.000Z,zone-a,light,679.4
2024-01-24T20:46:00.000Z,zone-d,humidity,42.2
2024-01-24T23:23:00.000Z,zone-b,pressure,1010.4
2024-01-25T01:30:00.000Z,zone-a,pressure,998.7
2024-01-25T01:36:00.000Z,zone-d,temperature,29.5
2024-01-25T03:47:00.000Z,zone-a,humidity,68.9
2024-01-25T05:17:00.000Z,zone-c,temperature,23.3
2024-01-25T07:14:00.000Z,zone-a,temperature,31.1
2024-01-25T10:59:00.000Z,zone-c,humidity,67.3
2024-01-25T12:30:00.000Z,zone-d,light,451.8
2024-01-25T14:08:00.000Z,zone-c,pressure,998.6
2024-01-25T15:57:00.000Z,zone-b,light,332.2
2024-01-25T16:32:00.000Z,zone-c,light,841.4
2024-01-25T16:52:00.000Z,zone-b,humidity,51.6
2024-01-25T17:58:00.000Z,zone-d,pressure,996
2024-01-25T18:04:00.000Z,zone-b,temperature,24.6
2024-01-25T23:22:00.000Z,zone-c,temperature,31.3
2024-01-25T23:25:00.000Z,zone-a,humidity,75.8
2024-01-25T23:33:00.000Z,zone-b,humidity,31.1
2024-01-25T23:34:00.000Z,zone-c,humidity,68.9
2024-01-26T00:29:00.000Z,zone-d,temperature,24.2
2024-01-26T00:40:00.000Z,zone-c,light,430.4
2024-01-26T03:25:00.000Z,zone-b,temperature,21.1
2024-01-26T07:32:00.000Z,zone-d,light,122.2
2024-01-26T07:37:00.000Z,zone-b,light,874.2
2024-01-26T08:25:00.000Z,zone-c,pressure,1002.7
2024-01-26T08:59:00.000Z,zone-a,light,764.9
2024-01-26T09:11:00.000Z,zone-d,pressure,1012.9
2024-01-26T09:55:00.000Z,zone-a,pressure,1009.3
2024-01-26T10:54:00.000Z,zone-d,humidity,33.7
2024-01-26T11:35:00.000Z,zone-b,pressure,1015.1
2024-01-26T12:14:00.000Z,zone-a,temperature,25.3
2024-01-26T19:51:00.000Z,zone-d,humidity,68.8
2024-01-26T20:15:00.000Z,zone-a,humidity,57.6
2024-01-26T23:00:00.000Z,zone-d,pressure,1011.7
2024-01-27T00:07:00.000Z,zone-a,light,612.2
2024-01-27T00:56:00.000Z,zone-c,light,210
2024-01-27T01:41:00.000Z,zone-c,pressure,1007.9
2024-01-27T04:15:00.000Z,zone-a,temperature,30.3
2024-01-27T05:46:00.000Z,zone-c,temperature,33.2
2024-01-27T09:10:00.000Z,zone-b,humidity,39.1
2024-01-27T09:42:00.000Z,zone-d,temperature,35
2024-01-27T12:35:00.000Z,zone-a,pressure,1018.3
2024-01-27T14:47:00.000Z,zone-b,light,395.4
2024-01-27T15:57:00.000Z,zone-c,humidity,70.3
2024-01-27T16:11:00.000Z,zone-b,pressure,1013.6
2024-01-27T16:45:00.000Z,zone-d,light,566.4
2024-01-27T17:57:00.000Z,zone-b,temperature,30.7
2024-01-27T18:47:00.000Z,zone-a,pressure,998.8
2024-01-27T21:48:00.000Z,zone-c,humidity,73.8
2024-01-27T23:33:00.000Z,zone-a,light,472.4
2024-01-28T02:39:00.000Z,zone-b,temperature,20
2024-01-28T03:14:00.000Z,zone-d,light,591.2
2024-01-28T03:18:00.000Z,zone-b,light,684
2024-01-28T03:25:00.000Z,zone-b,pressure,1005.5
2024-01-28T04:31:00.000Z,zone-b,humidity,54.8
2024-01-28T04:53:00.000Z,zone-d,pressure,994.7
2024-01-28T04:57:00.000Z,zone-c,temperature,27.1
2024-01-28T05:52:00.000Z,zone-c,pressure,1013.9
2024-01-28T06:39:00.000Z,zone-a,humidity,41.5
2024-01-28T07:03:00.000Z,zone-a,temperature,22.4
2024-01-28T09:57:00.000Z,zone-d,temperature,16.2
2024-01-28T12:26:00.000Z,zone-c,light,672
2024-01-28T12:47:00.000Z,zone-d,humidity,40.7
2024-01-28T20:26:00.000Z,zone-b,humidity,70.5
2024-01-28T21:18:00.000Z,zone-b,temperature,21.4
2024-01-28T21:39:00.000Z,zone-c,temperature,28.2
2024-01-28T22:59:00.000Z,zone-a,humidity,44.1
2024-01-28T23:29:00.000Z,zone-d,temperature,18.9
2024-01-28T23:31:00.000Z,zone-b,light,472.3
2024-01-29T04:09:00.000Z,zone-a,light,672.5
2024-01-29T04:34:00.000Z,zone-a,temperature,31.2
2024-01-29T05:31:00.000Z,zone-d,light,208.3
2024-01-29T06:19:00.000Z,zone-a,pressure,997.1
2024-01-29T06:36:00.000Z,zone-d,pressure,998.8
2024-01-29T10:52:00.000Z,zone-c,humidity,54.3
2024-01-29T13:08:00.000Z,zone-d,humidity,35.9
2024-01-29T13:40:00.000Z,zone-c,pressure,994.8
2024-01-29T15:14:00.000Z,zone-c,light,307.7
2024-01-29T16:14:00.000Z,zone-b,pressure,1008.8
2024-01-29T18:53:00.000Z,zone-d,light,227.5
2024-01-29T21:13:00.000Z,zone-b,humidity,67.3
2024-01-29T22:07:00.000Z,zone-a,humidity,76
2024-01-29T22:43:00.000Z,zone-b,pressure,995.9
2024-01-29T23:50:00.000Z,zone-d,temperature,18
2024-01-30T01:01:00.000Z,zone-c,temperature,25
2024-01-30T02:44:00.000Z,zone-c,pressure,1015.4
2024-01-30T05:47:00.000Z,zone-b,temperature,21
2024-01-30T11:09:00.000Z,zone-c,humidity,61
2024-01-30T12:48:00.000Z,zone-b,light,508.9
2024-01-30T14:55:00.000Z,zone-a,light,621.8
